,lu_x,lu_y,ru_x,ru_y,ld_x,ld_y,rd_x,rd_y
4088,79.60057061340942,129.3591654247392,118.68758915834522,128.4649776453055,80.4564907275321,149.32935916542473,117.83166904422254,148.73323397913563
4075,30.641592920353986,125.34704370179949,58.296460176991154,131.82519280205656,29.203539823008853,140.5655526992288,56.08407079646018,148.17480719794344
4129,56.38665132336019,113.54236157438292,93.67088607594937,126.08405603735824,52.47410817031071,135.69046030687124,88.83774453394707,147.96531020680453
4115,80.43660789252729,136.20479479886225,124.09739714525608,153.2710280373832,73.88748950461796,155.7090613571719,115.70109151973132,173.42543681430314
4114,41.02348993288591,131.44712430426716,84.47986577181209,153.15398886827458,36.66107382550336,155.9369202226345,78.27181208053692,177.64378478664193
4100,89.09173893199453,121.15637319316689,153.71976266544957,145.79500657030223,77.86398904609767,140.2759526938239,139.20584208124143,165.7030223390276
4128,33.440514469453376,99.6704021094265,54.93798805695912,111.2722478576137,31.1437758383096,118.65524060646013,51.446945337620576,130.52076466710614
4060,54.031413612565444,148.55384615384617,122.93193717277487,140.30769230769232,58.84816753926701,169.6,125.6544502617801,160.36923076923077
4074,12.770339855818742,123.98968185726568,33.573635427394436,130.86844368013757,12.358393408856848,147.3774720550301,32.85272914521112,155.46001719690454
4198,48.484848484848484,89.56772334293947,76.85950413223141,105.36023054755043,43.52617079889807,108.81844380403457,71.34986225895317,125.18731988472622
4167,42.571582928146945,126.96929238985314,69.90815775256617,135.38050734312415,40.62668827660723,145.3938584779706,67.5310642895732,154.47263017356474
4172,48.323699421965316,119.72274732199118,78.95953757225433,128.79647132955262,45.31791907514451,137.1140516698173,75.02890173410404,146.81789540012602
4166,52.291801162040024,152.21238938053096,83.92511297611362,163.784887678693,48.28921885087153,169.23076923076923,78.63137508069723,180.66712049012935
4199,44.432548179871524,107.21526535480024,75.58886509635974,123.07692307692308,38.32976445396146,126.2969588550984,67.98715203426124,142.8741800834824
4206,28.067597354886114,108.16959669079628,51.285819250551064,117.2699069286453,25.12858192505511,128.0248190279214,48.34680382072006,137.33195449844882
4170,30.168776371308017,112.38997968855789,59.915611814345986,124.30602572782668,27.953586497890296,133.10765064319568,57.0675105485232,146.10697359512525
4164,38.308457711442784,127.91633145615447,61.29353233830845,136.28318584070797,38.00995024875622,149.47707160096542,60.199004975124375,157.68302493966212
4158,51.506456241033,106.50557620817844,81.63558106169297,118.40148698884758,48.06312769010043,127.88104089219331,77.33142037302726,140.33457249070634
4165,34.68414779499404,148.67924528301887,58.283671036948746,157.73584905660377,32.896305125148984,166.03773584905662,56.37663885578069,175.69811320754718
4171,48.20333041191937,120.91428571428571,74.67134092900965,132.68571428571428,45.74934268185802,139.2,70.99035933391761,151.2
4207,47.93774319066148,99.03083700440529,80.77821011673151,111.89427312775331,41.86770428015564,119.64757709251101,74.86381322957199,133.03964757709252
4203,24.496288441145282,116.56516443361753,49.73488865323436,127.52740560292325,21.527041357370095,133.49573690621193,46.23541887592789,144.70158343483556
4149,26.27737226277372,116.0183066361556,46.84804246848042,124.71395881006865,24.95023224950232,137.7574370709382,45.25547445255474,146.68192219679634
4175,26.391982182628063,117.20747295968535,46.770601336302896,126.4503441494592,25.167037861915365,138.83972468043265,44.87750556792873,148.8692232055064
4161,45.940170940170944,126.35561160151325,75.32051282051283,138.2093316519546,42.62820512820513,144.89281210592688,71.15384615384616,155.86380832282472
4160,48.43001596593933,135.79920739762218,74.61415646620543,146.89564068692206,44.81106971793508,153.5006605019815,70.7823310271421,165.12549537648613
4174,74.1390106449593,107.89639924194567,109.83093299937381,120.02526847757423,67.37633061991234,126.34238787113077,102.31684408265497,139.73468098547062
4148,60.36113499570077,78.04878048780488,88.0481513327601,86.1788617886179,56.749785038693034,98.25783972125436,84.43680137575235,106.62020905923346
4189,41.283826305852735,118.052738336714,72.49842668344871,130.76402974983097,36.752674638137194,136.17308992562542,67.46381371932033,148.07302231237324
4176,100.57899090157154,128.84735202492212,148.22167080231597,140.68535825545172,92.14226633581472,145.54517133956386,138.9578163771712,157.63239875389408
4163,47.30245231607629,121.75824175824175,76.18528610354223,129.52380952380952,46.10354223433242,142.71062271062272,74.55040871934604,150.91575091575092
4188,33.01168105637379,112.93604651162791,58.100558659217874,125.87209302325581,29.558151345860843,133.13953488372093,54.34230573895378,146.80232558139534
4185,58.11704834605598,120.29731275014295,88.44783715012723,133.33333333333334,54.04580152671756,138.36477987421384,82.74809160305344,150.48599199542596
4191,43.51949420442571,97.91216702663786,72.81348788198103,114.32685385169187,38.35616438356164,120.23038156947443,66.91253951527924,137.07703383729302
4146,44.05594405594405,83.10940499040308,60.13986013986014,88.29174664107485,41.25874125874126,98.2725527831094,56.64335664335664,105.18234165067179
4152,39.17695473251029,132.51184834123222,64.36213991769547,141.042654028436,35.39094650205761,148.81516587677723,60.08230452674897,157.53554502369667
4153,68.59504132231405,137.00787401574803,102.2038567493113,142.78215223097112,64.18732782369146,152.75590551181102,100.0,160.10498687664042
4147,28.77094972067039,118.8824662813102,51.95530726256983,126.39691714836222,26.256983240223462,137.18689788053948,48.88268156424581,144.7013487475915
4184,48.55549923973644,105.07152145643693,77.14140902179422,119.89596879063718,44.09528636594019,125.61768530559168,72.27572225038013,140.70221066319894
4192,38.15995818086775,94.1331575477917,64.50601150026138,106.3941990771259,34.396236278097234,114.04087013843112,60.53319393622583,126.30191166776532
4186,68.95306859205776,121.56611039794609,96.51022864019254,131.19383825417202,65.4632972322503,136.8421052631579,92.29843561973526,146.46983311938382
4145,64.25339366515837,83.70118845500849,98.79336349924586,90.66213921901529,59.72850678733032,102.71646859083192,93.96681749622927,110.52631578947368
4179,38.62002874940105,118.78238341968913,67.75275515093435,132.77202072538861,34.97843794920939,140.28497409326425,63.72783900335409,154.0155440414508
4178,32.9734219269103,117.08099438652766,50.66445182724253,127.6663993584603,32.308970099667775,139.53488372093022,49.75083056478406,150.44105854049718
4144,24.455205811138015,123.79084967320262,41.000807102502016,132.02614379084966,24.293785310734464,140.91503267973854,39.79015334947538,149.67320261437908
4150,52.03511572226656,62.03319502074689,82.2027134876297,71.78423236514523,47.08699122106943,82.36514522821577,77.25458898643257,92.5311203319502
4187,44.37726723095526,93.68029739776952,74.12333736396614,108.99628252788105,39.177750906892385,113.75464684014871,68.6819830713422,129.81412639405204
4197,31.269160024524833,108.49933598937582,61.43470263641938,122.44355909694555,28.816676885346414,126.56042496679946,57.51072961373391,139.8406374501992
4183,44.96510468594218,100.06056935190793,71.88434695912264,110.23622047244093,42.27318045862413,118.2313749242883,68.29511465603191,128.40702604482132
4168,23.231850117096016,110.22900763358778,46.93208430913349,122.74809160305344,21.54566744730679,132.97709923664124,44.77751756440281,146.41221374045801
4154,48.14582023884349,121.08345534407027,78.44123192960402,134.69985358711565,42.74041483343809,139.0922401171303,72.78441231929604,153.294289897511
4140,35.24130190796858,124.6800731261426,56.34118967452301,130.53016453382085,33.44556677890011,146.617915904936,54.7699214365881,152.10237659963437
4155,89.09892879647133,116.71031953902568,134.2155009451796,131.16815086432686,79.52110901071204,135.04452592980618,123.62948960302458,150.130958617077
4182,28.136109700355508,97.15215622457283,50.88877602844083,111.79820992676974,26.307770441848653,119.60943856794142,47.43524631792788,133.27908868999188
4196,35.45034642032333,100.5259203606311,62.124711316397224,114.80090157776108,32.10161662817552,119.00826446280992,58.775981524249424,134.1848234410218
4180,35.31233866804337,79.89240080699395,61.22870418172431,93.3422999327505,31.18224057821373,99.52925353059852,56.479091378420236,113.24815063887021
4194,39.872746553552496,89.3371757925072,67.2322375397667,106.34005763688761,36.05514316012725,110.66282420749279,62.77836691410393,126.51296829971182
4143,28.803245436105477,80.16032064128257,49.89858012170386,85.77154308617234,26.77484787018256,103.80761523046091,47.667342799188646,109.01803607214428
4157,54.25531914893617,119.9630314232902,85.25835866261399,133.82624768946394,48.78419452887538,139.37153419593346,79.7872340425532,152.3105360443623
4156,59.65304980414101,106.64272890484739,92.55735870173474,123.87791741472172,51.9306099608282,125.67324955116696,85.5064353665361,143.6265709156194
4142,28.67132867132867,128.66666666666666,55.827505827505824,136.0,26.573426573426573,144.22222222222223,53.14685314685315,153.22222222222223
4195,24.85207100591716,110.70559610705595,48.84346422807961,121.8978102189781,20.763851533082303,126.27737226277371,44.324905863367405,138.32116788321167
4208,23.150357995226727,104.93707647628267,44.749403341288776,117.13455953533398,19.928400954653934,127.78315585672797,41.05011933174224,141.14230396902227
4092,46.14619592242666,126.80798004987531,79.76131277971159,135.03740648379053,44.35604177026355,147.75561097256858,77.77225261064147,157.23192019950125
4079,42.67379679144385,125.87412587412588,73.79679144385027,133.42657342657344,39.89304812834225,141.07226107226109,70.69518716577541,150.2097902097902
4125,40.38076152304609,132.51533742331287,61.523046092184366,140.61349693251532,38.677354709418836,149.079754601227,59.6192384769539,157.42331288343559
4119,47.469287469287465,126.31578947368422,79.4103194103194,135.97523219814244,44.32432432432432,146.0061919504644,74.98771498771498,156.5325077399381
4118,68.25288919102651,141.62011173184356,109.31339225016994,148.3240223463687,66.48538409245411,162.15083798882682,106.45819170632222,168.7150837988827
4130,48.16870144284129,143.09978768577494,73.69589345172031,151.380042462845,43.7291897891232,155.83864118895966,68.36847946725861,164.54352441613588
4124,18.33489242282507,96.07535321821035,38.072965388213284,107.37833594976452,16.55753040224509,117.2684458398744,35.827876520112255,128.88540031397173
4078,151.44418423106947,157.3568281938326,175.01951600312256,151.01321585903085,152.38095238095238,180.96916299559473,175.95628415300547,173.03964757709252
4050,115.41850220264318,134.22222222222223,141.55653450807637,133.77777777777777,115.712187958884,154.22222222222223,141.8502202643172,153.33333333333334
4087,69.25373134328358,132.71719038817005,105.3731343283582,133.45656192236598,69.85074626865672,156.00739371534195,105.67164179104478,155.26802218114602
4093,65.08987701040681,94.83870967741935,93.66130558183538,97.09677419354838,63.95458845789972,118.38709677419355,91.95837275307474,120.32258064516128
4046,136.0,157.24137931034485,160.0,156.3218390804598,136.55172413793105,177.4712643678161,160.0,177.01149425287358
4052,111.03327495621717,113.91076115485563,140.10507880910683,114.96062992125984,111.38353765323993,135.43307086614172,139.4045534150613,135.43307086614172
4132,70.43189368770764,91.50943396226414,99.66777408637874,99.0566037735849,65.55924695459579,106.1320754716981,94.13067552602438,113.91509433962264
4126,28.35820895522388,101.55367231638418,52.23880597014925,115.3954802259887,25.17412935323383,122.17514124293785,48.656716417910445,136.5819209039548
4127,27.375762859633827,108.46625766871165,48.82301656495205,118.40490797546012,25.632083696599825,125.88957055214723,46.73060156931125,136.80981595092024
4133,34.17085427135678,102.67148014440434,60.189838079285316,116.10108303249098,30.820770519262982,122.16606498194946,56.61641541038526,136.31768953068593
4047,161.44144144144147,161.65113182423437,176.5765765765766,160.58588548601864,161.44144144144147,180.29294274300932,176.09609609609612,178.9613848202397
4084,73.56051703877792,85.57213930348259,104.58284371327849,85.57213930348259,71.68037602820212,106.46766169154229,102.70270270270271,107.13101160862354
4094,75.08379888268156,158.06896551724137,114.18994413407822,161.93103448275863,73.29608938547487,181.51724137931035,113.07262569832403,184.82758620689654
4057,117.58584807492197,140.51593323216997,149.4276795005203,139.60546282245826,118.210197710718,164.18816388467374,149.4276795005203,162.06373292867983
4137,19.948051948051948,122.30347349177332,37.4025974025974,129.98171846435102,20.051948051948052,142.9616087751371,37.4025974025974,151.37111517367458
4123,96.13319011815251,128.3341243474134,160.58002148227712,146.55908875177977,87.0032223415682,152.5391551969625,148.33512352309344,171.61841480778358
4122,131.5659679408138,148.60070949940874,199.6300863131936,163.26369728025227,118.249075215783,168.9396925502562,192.9716399506782,186.67717776901853
4136,84.38438438438438,83.38368580060423,122.82282282282281,90.93655589123867,77.77777777777777,103.32326283987915,116.21621621621621,111.78247734138972
4095,167.84372652141246,156.56292286874154,181.89331329827198,151.01488497970232,165.1389932381668,175.77807848443842,179.86476333583772,168.47090663058188
4081,71.45631067961165,132.81703775411424,135.14563106796118,151.0164569215876,64.46601941747574,155.2758954501452,126.86084142394823,175.41142303969022
4097,48.67796610169491,124.29332240884884,117.83050847457628,140.024580090127,40.54237288135593,143.38385907414994,107.9322033898305,160.8357230643179
4083,75.63981042654028,147.09254709254708,124.3601895734597,153.15315315315314,72.22748815165876,167.89516789516787,119.99999999999999,174.93857493857493
4068,62.79733587059943,163.79417234965902,131.49381541389153,154.12275263484193,66.22264509990485,188.22070675759457,133.0161750713606,177.06137631742098
4054,162.77145811789038,137.8323108384458,178.69700103412617,136.60531697341514,162.564632885212,157.4642126789366,178.90382626680454,155.4192229038855
4108,97.21159103335157,107.93180133432172,164.13340623291415,127.20533728687917,86.27665390924003,127.35359525574499,149.91798797156918,147.66493699036323
4120,39.83169705469846,111.56812339331618,70.12622720897616,125.06426735218508,37.30715287517531,133.9331619537275,66.4796633941094,148.0719794344473
4135,40.24822695035461,120.0861604738826,74.02482269503547,138.82606354334948,36.08156028368794,140.98007539041464,69.23758865248227,160.0430802369413
4121,60.44538706256628,103.23222277473894,105.40827147401909,115.76330183988065,55.35524920466596,124.11735454997515,98.19724284199364,137.2451516658379
4109,26.440677966101692,114.55451023796347,51.101694915254235,124.84781405644715,24.491525423728813,133.81294964028777,48.644067796610166,145.65578306585502
4055,169.34023285899093,147.9147358665431,189.90944372574384,142.53938832252086,169.59896507115135,169.23076923076925,189.90944372574384,163.11399443929565
4069,80.32520325203251,148.77156299006796,139.1869918699187,141.0350235232619,81.78861788617886,169.47203345530582,139.1869918699187,160.16727652901204
4082,127.4074074074074,135.39651837524178,161.4814814814815,132.68858800773694,128.0,160.15473887814315,162.07407407407408,156.28626692456479
4096,47.69094138543517,135.19932145886347,94.04973357015986,152.84139100932995,44.849023090586144,156.40373197625107,89.07637655417408,175.06361323155218
